Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 18:40:41

Sample Number,Time (s),2 (VOLT),
135,-0.00431459,-3.49112237989903,
136,-0.004309475,-2.98903033137321,
137,-0.00430436,-3.49112237989903,
138,-0.004299245,3.20343826711178,
139,-0.00429413,2.86871023476124,
140,-0.004289015,3.37080228328705,
141,-0.0042839,3.37080228328705,
142,-0.004278785,3.53816629946232,
143,-0.00427367,3.37080228328705,
144,-0.004268555,3.70553031563759,
145,-0.00426344,2.5339822024107,
146,-0.004258325,3.20343826711178,
147,-0.00425321,3.20343826711178,
148,-0.004248095,3.53816629946232,
149,-0.00424298,3.37080228328705,
150,-0.004237865,3.53816629946232,
151,-0.00423275,3.37080228328705,
152,-0.004227635,3.37080228328705,
153,-0.00422252,3.53816629946232,
154,-0.004217405,3.37080228328705,
155,-0.00421229,3.20343826711178,
156,-0.004207175,3.53816629946232,
157,-0.00420206,3.37080228328705,
158,-0.004196945,3.37080228328705,
159,-0.00419183,3.70553031563759,
160,-0.004186715,3.37080228328705,
161,-0.0041816,3.03607425093651,
162,-0.004176485,3.03607425093651,
163,-0.00417137,3.37080228328705,
164,-0.004166255,3.20343826711178,
165,-0.00416114,3.37080228328705,
166,-0.004156025,3.53816629946232,
167,-0.00415091,3.37080228328705,
168,-0.004145795,3.53816629946232,
169,-0.00414068,3.70553031563759,
170,-0.004135565,3.03607425093651,
171,-0.00413045,2.86871023476124,
172,-0.004125335,3.37080228328705,
173,-0.00412022,3.20343826711178,
174,-0.004115105,3.37080228328705,
175,-0.00410999,3.20343826711178,
176,-0.004104875,3.53816629946232,
177,-0.00409976,-3.49112237989903,
178,-0.004094645,-3.49112237989903,
179,-0.00408953,-2.98903033137321,
180,-0.004084415,-3.6584863960743,
181,-0.0040793,-3.49112237989903,
182,-0.004074185,-3.99321442842484,
183,-0.00406907,-3.6584863960743,
184,-0.004063955,-3.32375836372375,
185,-0.00405884,-3.49112237989903,
186,-0.004053725,-3.49112237989903,
187,-0.00404861,-3.49112237989903,
188,-0.004043495,-3.49112237989903,
189,-0.00403838,-3.6584863960743,
190,-0.004033265,-3.32375836372375,
191,-0.00402815,-3.49112237989903,
192,-0.004023035,-3.6584863960743,
193,-0.00401792,-3.6584863960743,
194,-0.004012805,-3.49112237989903,
195,-0.00400769,-3.49112237989903,
196,-0.004002575,-3.32375836372375,
197,-0.00399746,3.37080228328705,
198,-0.003992345,3.53816629946232,
199,-0.00398723,3.03607425093651,
200,-0.003982115,3.70553031563759,
201,-0.003977,3.37080228328705,
202,-0.003971885,3.53816629946232,
203,-0.00396677,3.20343826711178,
204,-0.003961655,4.04025834798813,
205,-0.00395654,3.53816629946232,
206,-0.003951425,3.37080228328705,
207,-0.00394631,3.20343826711178,
208,-0.003941195,3.53816629946232,
209,-0.00393608,3.37080228328705,
210,-0.003930965,3.70553031563759,
211,-0.00392585,3.20343826711178,
212,-0.003920735,3.37080228328705,
213,-0.00391562,3.87289433181286,
214,-0.003910505,3.37080228328705,
215,-0.00390539,3.20343826711178,
216,-0.003900275,3.03607425093651,
217,-0.00389516,-3.49112237989903,
218,-0.003890045,-3.32375836372375,
219,-0.00388493,-3.49112237989903,
220,-0.003879815,-3.6584863960743,
221,-0.0038747,-3.99321442842484,
222,-0.003869585,-3.32375836372375,
223,-0.00386447,-3.6584863960743,
224,-0.003859355,-3.32375836372375,
225,-0.00385424,-3.6584863960743,
226,-0.003849125,-3.6584863960743,
227,-0.00384401,-3.49112237989903,
228,-0.003838895,-3.32375836372375,
229,-0.00383378,-3.49112237989903,
230,-0.003828665,-3.6584863960743,
231,-0.00382355,-3.32375836372375,
232,-0.003818435,-3.6584863960743,
233,-0.00381332,-3.32375836372375,
234,-0.003808205,-3.49112237989903,
235,-0.00380309,-3.49112237989903,
236,-0.003797975,-3.6584863960743,
237,-0.00379286,-3.49112237989903,
238,-0.003787745,-3.82585041224957,
239,-0.00378263,-3.82585041224957,
240,-0.003777515,-3.32375836372375,
241,-0.0037724,-3.49112237989903,
242,-0.003767285,-3.6584863960743,
243,-0.00376217,-3.49112237989903,
244,-0.003757055,-3.82585041224957,
245,-0.00375194,-3.6584863960743,
246,-0.003746825,-3.6584863960743,
247,-0.00374171,-4.16057844460011,
248,-0.003736595,-3.49112237989903,
249,-0.00373148,-3.49112237989903,
250,-0.003726365,-3.15639434754848,
251,-0.00372125,-3.49112237989903,
252,-0.003716135,-3.49112237989903,
253,-0.00371102,-3.49112237989903,
254,-0.003705905,-3.49112237989903,
255,-0.00370079,-3.6584863960743,
256,-0.003695675,3.53816629946232,
257,-0.00369056,3.20343826711178,
258,-0.003685445,3.20343826711178,
259,-0.00368033,3.20343826711178,
260,-0.003675215,3.53816629946232,
261,-0.0036701,3.20343826711178,
262,-0.003664985,3.53816629946232,
263,-0.00365987,3.37080228328705,
264,-0.003654755,3.70553031563759,
265,-0.00364964,3.37080228328705,
266,-0.003644525,3.37080228328705,
267,-0.00363941,2.86871023476124,
268,-0.003634295,3.53816629946232,
269,-0.00362918,3.37080228328705,
270,-0.003624065,3.53816629946232,
271,-0.00361895,3.53816629946232,
272,-0.003613835,3.87289433181286,
273,-0.00360872,3.53816629946232,
274,-0.003603605,3.37080228328705,
275,-0.00359849,-3.6584863960743,
276,-0.003593375,-3.49112237989903,
277,-0.00358826,-3.6584863960743,
278,-0.003583145,-2.98903033137321,
279,-0.00357803,-3.49112237989903,
280,-0.003572915,-3.49112237989903,
281,-0.0035678,-3.15639434754848,
282,-0.003562685,-3.32375836372375,
283,-0.00355757,-3.49112237989903,
284,-0.003552455,-3.99321442842484,
285,-0.00354734,-3.32375836372375,
286,-0.003542225,-3.49112237989903,
287,-0.00353711,-3.82585041224957,
288,-0.003531995,-3.32375836372375,
289,-0.00352688,-3.32375836372375,
290,-0.003521765,-3.82585041224957,
291,-0.00351665,-3.6584863960743,
292,-0.003511535,-3.6584863960743,
293,-0.00350642,-3.82585041224957,
294,-0.003501305,-3.49112237989903,
295,-0.00349619,3.20343826711178,
296,-0.003491075,3.53816629946232,
297,-0.00348596,3.37080228328705,
298,-0.003480845,3.03607425093651,
299,-0.00347573,3.37080228328705,
300,-0.003470615,3.20343826711178,
301,-0.0034655,3.70553031563759,
302,-0.003460385,3.53816629946232,
303,-0.00345527,3.53816629946232,
304,-0.003450155,3.70553031563759,
305,-0.00344504,3.20343826711178,
306,-0.003439925,2.70134621858597,
307,-0.00343481,3.03607425093651,
308,-0.003429695,3.37080228328705,
309,-0.00342458,3.70553031563759,
310,-0.003419465,3.20343826711178,
311,-0.00341435,3.03607425093651,
312,-0.003409235,3.03607425093651,
313,-0.00340412,3.53816629946232,
314,-0.003399005,3.37080228328705,
315,-0.00339389,2.5339822024107,
316,-0.003388775,3.53816629946232,
317,-0.00338366,3.20343826711178,
318,-0.003378545,3.87289433181286,
319,-0.00337343,3.37080228328705,
320,-0.003368315,3.37080228328705,
321,-0.0033632,3.20343826711178,
322,-0.003358085,3.53816629946232,
323,-0.00335297,3.20343826711178,
324,-0.003347855,3.37080228328705,
325,-0.00334274,3.20343826711178,
326,-0.003337625,3.53816629946232,
327,-0.00333251,3.20343826711178,
328,-0.003327395,3.53816629946232,
329,-0.00332228,3.53816629946232,
330,-0.003317165,3.37080228328705,
331,-0.00331205,3.20343826711178,
332,-0.003306935,3.03607425093651,
333,-0.00330182,3.20343826711178,
334,-0.003296705,-3.15639434754848,
335,-0.00329159,-3.99321442842484,
336,-0.003286475,-3.49112237989903,
337,-0.00328136,-3.49112237989903,
338,-0.003276245,-3.49112237989903,
339,-0.00327113,-3.49112237989903,
340,-0.003266015,-2.98903033137321,
341,-0.0032609,-3.15639434754848,
342,-0.003255785,-3.82585041224957,
343,-0.00325067,-3.82585041224957,
344,-0.003245555,-3.32375836372375,
345,-0.00324044,-3.49112237989903,
346,-0.003235325,-2.82166631519794,
347,-0.00323021,-3.49112237989903,
348,-0.003225095,-3.6584863960743,
349,-0.00321998,-3.49112237989903,
350,-0.003214865,-3.32375836372375,
351,-0.00320975,-3.49112237989903,
352,-0.003204635,-3.99321442842484,
353,-0.00319952,3.37080228328705,
354,-0.003194405,3.37080228328705,
355,-0.00318929,3.03607425093651,
356,-0.003184175,3.53816629946232,
357,-0.00317906,3.53816629946232,
358,-0.003173945,3.37080228328705,
359,-0.00316883,3.20343826711178,
360,-0.003163715,3.53816629946232,
361,-0.0031586,3.37080228328705,
362,-0.003153485,3.37080228328705,
363,-0.00314837,3.53816629946232,
364,-0.003143255,3.20343826711178,
365,-0.00313814,3.37080228328705,
366,-0.003133025,3.37080228328705,
367,-0.00312791,3.37080228328705,
368,-0.003122795,3.37080228328705,
369,-0.00311768,2.86871023476124,
370,-0.003112565,3.37080228328705,
371,-0.00310745,3.37080228328705,
372,-0.003102335,3.37080228328705,
373,-0.00309722,-3.6584863960743,
374,-0.003092105,-3.82585041224957,
375,-0.00308699,-3.99321442842484,
376,-0.003081875,-3.32375836372375,
377,-0.00307676,-3.32375836372375,
378,-0.003071645,-3.49112237989903,
379,-0.00306653,-3.6584863960743,
380,-0.003061415,-3.99321442842484,
381,-0.0030563,-3.6584863960743,
382,-0.003051185,-3.49112237989903,
383,-0.00304607,-3.99321442842484,
384,-0.003040955,-3.49112237989903,
385,-0.00303584,-3.6584863960743,
386,-0.003030725,-3.15639434754848,
387,-0.00302561,-3.6584863960743,
388,-0.003020495,-3.32375836372375,
389,-0.00301538,-3.6584863960743,
390,-0.003010265,-3.49112237989903,
391,-0.00300515,-3.6584863960743,
392,-0.003000035,-2.65430229902267,
393,-0.00299492,-3.49112237989903,
394,-0.002989805,-3.32375836372375,
395,-0.00298469,-3.6584863960743,
396,-0.002979575,-3.49112237989903,
397,-0.00297446,-3.49112237989903,
398,-0.002969345,-3.32375836372375,
399,-0.00296423,-3.82585041224957,
400,-0.002959115,-3.49112237989903,
401,-0.002954,-3.6584863960743,
402,-0.002948885,-3.49112237989903,
403,-0.00294377,-3.15639434754848,
404,-0.002938655,-3.6584863960743,
405,-0.00293354,-3.6584863960743,
406,-0.002928425,-3.6584863960743,
407,-0.00292331,-3.49112237989903,
408,-0.002918195,-3.82585041224957,
409,-0.00291308,-3.49112237989903,
410,-0.002907965,-3.49112237989903,
411,-0.00290285,-3.49112237989903,
412,-0.002897735,3.53816629946232,
413,-0.00289262,3.37080228328705,
414,-0.002887505,4.04025834798813,
415,-0.00288239,3.20343826711178,
416,-0.002877275,3.20343826711178,
417,-0.00287216,3.20343826711178,
418,-0.002867045,3.20343826711178,
419,-0.00286193,3.03607425093651,
420,-0.002856815,3.20343826711178,
421,-0.0028517,3.37080228328705,
422,-0.002846585,3.53816629946232,
423,-0.00284147,3.37080228328705,
424,-0.002836355,3.37080228328705,
425,-0.00283124,3.53816629946232,
426,-0.002826125,3.37080228328705,
427,-0.00282101,3.20343826711178,
428,-0.002815895,3.20343826711178,
429,-0.00281078,3.37080228328705,
430,-0.002805665,3.53816629946232,
431,-0.00280055,3.37080228328705,
432,-0.002795435,-3.32375836372375,
433,-0.00279032,-3.49112237989903,
434,-0.002785205,-3.6584863960743,
435,-0.00278009,-3.49112237989903,
436,-0.002774975,-3.32375836372375,
437,-0.00276986,-3.99321442842484,
438,-0.002764745,-3.49112237989903,
439,-0.00275963,-3.32375836372375,
440,-0.002754515,-3.49112237989903,
441,-0.0027494,-3.6584863960743,
442,-0.002744285,-2.98903033137321,
443,-0.00273917,-3.6584863960743,
444,-0.002734055,-3.6584863960743,
445,-0.00272894,-3.6584863960743,
446,-0.002723825,-3.32375836372375,
447,-0.00271871,-3.49112237989903,
448,-0.002713595,-2.65430229902267,
449,-0.00270848,-3.32375836372375,
450,-0.002703365,-3.6584863960743,
451,-0.00269825,3.03607425093651,
452,-0.002693135,3.53816629946232,
453,-0.00268802,3.53816629946232,
454,-0.002682905,3.70553031563759,
455,-0.00267779,3.20343826711178,
456,-0.002672675,3.37080228328705,
457,-0.00266756,3.37080228328705,
458,-0.002662445,3.20343826711178,
459,-0.00265733,3.37080228328705,
460,-0.002652215,3.37080228328705,
461,-0.0026471,3.03607425093651,
462,-0.002641985,3.37080228328705,
463,-0.00263687,3.37080228328705,
464,-0.002631755,3.37080228328705,
465,-0.00262664,3.03607425093651,
466,-0.002621525,3.70553031563759,
467,-0.00261641,3.20343826711178,
468,-0.002611295,3.03607425093651,
469,-0.00260618,3.37080228328705,
470,-0.002601065,3.37080228328705,
471,-0.00259595,3.37080228328705,
472,-0.002590835,3.37080228328705,
473,-0.00258572,3.03607425093651,
474,-0.002580605,3.20343826711178,
475,-0.00257549,3.20343826711178,
476,-0.002570375,3.03607425093651,
477,-0.00256526,3.03607425093651,
478,-0.002560145,3.53816629946232,
479,-0.00255503,3.70553031563759,
480,-0.002549915,3.53816629946232,
481,-0.0025448,3.37080228328705,
482,-0.002539685,2.5339822024107,
483,-0.00253457,3.03607425093651,
484,-0.002529455,3.20343826711178,
485,-0.00252434,3.37080228328705,
486,-0.002519225,3.53816629946232,
487,-0.00251411,3.20343826711178,
488,-0.002508995,3.53816629946232,
489,-0.00250388,3.37080228328705,
490,-0.002498765,-3.6584863960743,
491,-0.00249365,-3.49112237989903,
492,-0.002488535,-3.6584863960743,
493,-0.00248342,-3.32375836372375,
494,-0.002478305,-3.49112237989903,
495,-0.00247319,-3.49112237989903,
496,-0.002468075,-3.82585041224957,
497,-0.00246296,-3.15639434754848,
498,-0.002457845,-3.6584863960743,
499,-0.00245273,-3.15639434754848,
500,-0.002447615,-3.49112237989903,
501,-0.0024425,-3.32375836372375,
502,-0.002437385,-3.82585041224957,
503,-0.00243227,-3.49112237989903,
504,-0.002427155,-3.6584863960743,
505,-0.00242204,-3.99321442842484,
506,-0.002416925,-3.49112237989903,
507,-0.00241181,-2.98903033137321,
508,-0.002406695,-3.49112237989903,
509,-0.00240158,-3.6584863960743,
510,-0.002396465,3.70553031563759,
511,-0.00239135,3.70553031563759,
512,-0.002386235,3.37080228328705,
513,-0.00238112,3.20343826711178,
514,-0.002376005,3.37080228328705,
515,-0.00237089,3.53816629946232,
516,-0.002365775,3.87289433181286,
517,-0.00236066,3.37080228328705,
518,-0.002355545,3.37080228328705,
519,-0.00235043,3.37080228328705,
520,-0.002345315,3.37080228328705,
521,-0.0023402,3.37080228328705,
522,-0.002335085,3.20343826711178,
523,-0.00232997,3.53816629946232,
524,-0.002324855,3.37080228328705,
525,-0.00231974,3.37080228328705,
526,-0.002314625,3.37080228328705,
527,-0.00230951,3.53816629946232,
528,-0.002304395,3.20343826711178,
529,-0.00229928,-3.49112237989903,
530,-0.002294165,-3.6584863960743,
531,-0.00228905,-3.49112237989903,
532,-0.002283935,-3.6584863960743,
533,-0.00227882,-3.82585041224957,
534,-0.002273705,-3.49112237989903,
535,-0.00226859,-3.6584863960743,
536,-0.002263475,-3.6584863960743,
537,-0.00225836,-3.49112237989903,
538,-0.002253245,-3.32375836372375,
539,-0.00224813,-3.49112237989903,
540,-0.002243015,-3.49112237989903,
541,-0.0022379,-3.6584863960743,
542,-0.002232785,-3.99321442842484,
543,-0.00222767,-3.49112237989903,
544,-0.002222555,-3.6584863960743,
545,-0.00221744,-3.49112237989903,
546,-0.002212325,-3.32375836372375,
547,-0.00220721,-3.6584863960743,
548,-0.002202095,-3.6584863960743,
549,-0.00219698,-3.6584863960743,
550,-0.002191865,-4.16057844460011,
551,-0.00218675,-3.49112237989903,
552,-0.002181635,-3.49112237989903,
553,-0.00217652,-3.6584863960743,
554,-0.002171405,-3.32375836372375,
555,-0.00216629,-3.49112237989903,
556,-0.002161175,-3.32375836372375,
557,-0.00215606,-3.6584863960743,
558,-0.002150945,-3.6584863960743,
559,-0.00214583,-3.49112237989903,
560,-0.002140715,-3.82585041224957,
561,-0.0021356,-3.15639434754848,
562,-0.002130485,-3.49112237989903,
563,-0.00212537,-3.6584863960743,
564,-0.002120255,-3.49112237989903,
565,-0.00211514,-3.49112237989903,
566,-0.002110025,-3.49112237989903,
567,-0.00210491,-3.49112237989903,
568,-0.002099795,3.20343826711178,
569,-0.00209468,3.53816629946232,
570,-0.002089565,3.03607425093651,
571,-0.00208445,3.37080228328705,
572,-0.002079335,3.20343826711178,
573,-0.00207422,3.20343826711178,
574,-0.002069105,3.37080228328705,
575,-0.00206399,4.04025834798813,
576,-0.002058875,3.53816629946232,
577,-0.00205376,3.20343826711178,
578,-0.002048645,3.20343826711178,
579,-0.00204353,3.37080228328705,
580,-0.002038415,3.20343826711178,
581,-0.0020333,3.53816629946232,
582,-0.002028185,3.37080228328705,
583,-0.00202307,3.37080228328705,
584,-0.002017955,3.87289433181286,
585,-0.00201284,3.53816629946232,
586,-0.002007725,3.37080228328705,
587,-0.00200261,3.37080228328705,
588,-0.001997495,-3.49112237989903,
589,-0.00199238,-3.49112237989903,
590,-0.001987265,-3.82585041224957,
591,-0.00198215,-3.49112237989903,
592,-0.001977035,-3.49112237989903,
593,-0.00197192,-3.49112237989903,
594,-0.001966805,-3.49112237989903,
595,-0.00196169,-3.32375836372375,
596,-0.001956575,-3.49112237989903,
597,-0.00195146,-3.6584863960743,
598,-0.001946345,-3.6584863960743,
599,-0.00194123,-3.32375836372375,
600,-0.001936115,-3.6584863960743,
601,-0.001931,-2.98903033137321,
602,-0.001925885,-3.49112237989903,
603,-0.00192077,-3.32375836372375,
604,-0.001915655,-3.99321442842484,
605,-0.00191054,-3.32375836372375,
606,-0.001905425,-3.6584863960743,
607,-0.00190031,-3.82585041224957,
608,-0.001895195,3.20343826711178,
609,-0.00189008,2.86871023476124,
610,-0.001884965,3.20343826711178,
611,-0.00187985,3.20343826711178,
612,-0.001874735,3.03607425093651,
613,-0.00186962,3.53816629946232,
614,-0.001864505,3.20343826711178,
615,-0.00185939,3.37080228328705,
616,-0.001854275,3.37080228328705,
617,-0.00184916,3.37080228328705,
618,-0.001844045,2.5339822024107,
619,-0.00183893,3.37080228328705,
620,-0.001833815,3.53816629946232,
621,-0.0018287,3.53816629946232,
622,-0.001823585,3.37080228328705,
623,-0.00181847,3.53816629946232,
624,-0.001813355,3.37080228328705,
625,-0.00180824,3.53816629946232,
626,-0.001803125,3.53816629946232,
627,-0.00179801,3.37080228328705,
628,-0.001792895,3.20343826711178,
629,-0.00178778,3.53816629946232,
630,-0.001782665,3.37080228328705,
631,-0.00177755,3.37080228328705,
632,-0.001772435,3.53816629946232,
633,-0.00176732,3.37080228328705,
634,-0.001762205,3.03607425093651,
635,-0.00175709,3.03607425093651,
636,-0.001751975,3.37080228328705,
637,-0.00174686,3.37080228328705,
638,-0.001741745,3.37080228328705,
639,-0.00173663,3.70553031563759,
640,-0.001731515,3.37080228328705,
641,-0.0017264,3.37080228328705,
642,-0.001721285,3.37080228328705,
643,-0.00171617,2.86871023476124,
644,-0.001711055,2.86871023476124,
645,-0.00170594,3.53816629946232,
646,-0.001700825,3.37080228328705,
647,-0.00169571,-3.32375836372375,
648,-0.001690595,-3.6584863960743,
649,-0.00168548,-3.15639434754848,
650,-0.001680365,-3.49112237989903,
651,-0.00167525,-3.49112237989903,
652,-0.001670135,-3.32375836372375,
653,-0.00166502,-3.49112237989903,
654,-0.001659905,-3.49112237989903,
655,-0.00165479,-3.82585041224957,
656,-0.001649675,-3.6584863960743,
657,-0.00164456,-3.15639434754848,
658,-0.001639445,-3.6584863960743,
659,-0.00163433,-3.6584863960743,
660,-0.001629215,-3.32375836372375,
661,-0.0016241,-3.49112237989903,
662,-0.001618985,-3.6584863960743,
663,-0.00161387,-3.6584863960743,
664,-0.001608755,-3.49112237989903,
665,-0.00160364,-3.6584863960743,
666,-0.001598525,3.37080228328705,
667,-0.00159341,3.37080228328705,
668,-0.001588295,3.20343826711178,
669,-0.00158318,3.53816629946232,
670,-0.001578065,3.37080228328705,
671,-0.00157295,3.53816629946232,
672,-0.001567835,2.86871023476124,
673,-0.00156272,3.53816629946232,
674,-0.001557605,3.20343826711178,
675,-0.00155249,3.37080228328705,
676,-0.001547375,3.20343826711178,
677,-0.00154226,4.04025834798813,
678,-0.001537145,3.37080228328705,
679,-0.00153203,3.37080228328705,
680,-0.001526915,3.20343826711178,
681,-0.0015218,3.37080228328705,
682,-0.001516685,3.37080228328705,
683,-0.00151157,3.70553031563759,
684,-0.001506455,3.37080228328705,
685,-0.00150134,3.53816629946232,
686,-0.001496225,-4.16057844460011,
687,-0.00149111,-3.32375836372375,
688,-0.001485995,-3.49112237989903,
689,-0.00148088,-3.32375836372375,
690,-0.001475765,-3.6584863960743,
691,-0.00147065,-3.49112237989903,
692,-0.001465535,-3.49112237989903,
693,-0.00146042,-3.6584863960743,
694,-0.001455305,-3.49112237989903,
695,-0.00145019,-3.6584863960743,
696,-0.001445075,-3.6584863960743,
697,-0.00143996,-3.49112237989903,
698,-0.001434845,-3.49112237989903,
699,-0.00142973,-3.6584863960743,
700,-0.001424615,-3.49112237989903,
701,-0.0014195,-3.49112237989903,
702,-0.001414385,-3.6584863960743,
703,-0.00140927,-3.49112237989903,
704,-0.001404155,-3.49112237989903,
705,-0.00139904,-3.49112237989903,
706,-0.001393925,-3.15639434754848,
707,-0.00138881,-3.6584863960743,
708,-0.001383695,-3.49112237989903,
709,-0.00137858,-3.6584863960743,
710,-0.001373465,-3.49112237989903,
711,-0.00136835,-3.82585041224957,
712,-0.001363235,-3.82585041224957,
713,-0.00135812,-3.49112237989903,
714,-0.001353005,-3.32375836372375,
715,-0.00134789,-3.6584863960743,
716,-0.001342775,-3.49112237989903,
717,-0.00133766,-3.82585041224957,
718,-0.001332545,-3.49112237989903,
719,-0.00132743,-3.49112237989903,
720,-0.001322315,-4.16057844460011,
721,-0.0013172,-3.49112237989903,
722,-0.001312085,-3.6584863960743,
723,-0.00130697,-3.15639434754848,
724,-0.001301855,-3.49112237989903,
725,-0.00129674,3.37080228328705,
726,-0.001291625,3.20343826711178,
727,-0.00128651,3.37080228328705,
728,-0.001281395,3.37080228328705,
729,-0.00127628,3.37080228328705,
730,-0.001271165,3.20343826711178,
731,-0.00126605,3.37080228328705,
732,-0.001260935,3.20343826711178,
733,-0.00125582,3.37080228328705,
734,-0.001250705,3.37080228328705,
735,-0.00124559,3.53816629946232,
736,-0.001240475,3.53816629946232,
737,-0.00123536,3.37080228328705,
738,-0.001230245,3.37080228328705,
739,-0.00122513,3.37080228328705,
740,-0.001220015,2.70134621858597,
741,-0.0012149,3.53816629946232,
742,-0.001209785,3.37080228328705,
743,-0.00120467,3.53816629946232,
744,-0.001199555,-3.6584863960743,
745,-0.00119444,-2.65430229902267,
746,-0.001189325,-3.32375836372375,
747,-0.00118421,-3.49112237989903,
