Model: ,Oscilloscope DSO-X 4022A
Serial Number:,MY57310245
Address: ,USBInstrument1
Date: ,2026-07-10 19:10:17

Sample Number,Time (s),1 (VOLT),2 (VOLT),
873,-2.6768E-05,-0.0260666608810425,-1.91426819562912,
874,-2.6512E-05,-0.093012273311615,-1.57954013347626,
875,-2.6256E-05,-0.093012273311615,-1.91426819562912,
876,-2.6E-05,-0.0260666608810425,-1.84732258319855,
877,-2.5744E-05,-0.093012273311615,-1.84732258319855,
878,-2.5488E-05,-0.093012273311615,-1.78037697076797,
879,-2.5232E-05,-0.093012273311615,-1.78037697076797,
880,-2.4976E-05,-0.0260666608810425,-2.04815942049026,
881,-2.472E-05,-0.0260666608810425,0.49577385187149,
882,-2.4464E-05,-0.093012273311615,1.83468610048294,
883,-2.4208E-05,-0.093012273311615,1.90163171291351,
884,-2.3952E-05,-0.0260666608810425,1.56690365076065,
885,-2.3696E-05,0.04087895154953,1.63384926319122,
886,-2.344E-05,0.04087895154953,1.49995803833008,
887,-2.3184E-05,0.04087895154953,1.83468610048294,
888,-2.2928E-05,-0.0260666608810425,1.7007948756218,
889,-2.2672E-05,0.04087895154953,1.63384926319122,
890,-2.2416E-05,-0.0260666608810425,1.56690365076065,
891,-2.216E-05,0.04087895154953,1.49995803833008,
892,-2.1904E-05,-0.0260666608810425,1.63384926319122,
893,-2.1648E-05,-0.0260666608810425,1.7007948756218,
894,-2.1392E-05,-0.0260666608810425,1.63384926319122,
895,-2.1136E-05,-0.0260666608810425,1.63384926319122,
896,-2.088E-05,0.04087895154953,1.7007948756218,
897,-2.0624E-05,-0.0260666608810425,1.76774048805237,
898,-2.0368E-05,-0.0260666608810425,1.7007948756218,
899,-2.0112E-05,-0.0260666608810425,1.7007948756218,
900,-1.9856E-05,-0.0260666608810425,1.90163171291351,
901,-1.96E-05,-0.0260666608810425,1.56690365076065,
902,-1.9344E-05,-0.0260666608810425,1.56690365076065,
903,-1.9088E-05,-0.0260666608810425,1.7007948756218,
904,-1.8832E-05,-0.0260666608810425,1.56690365076065,
905,-1.8576E-05,-0.0260666608810425,2.03552293777466,
906,-1.832E-05,-0.0260666608810425,1.76774048805237,
907,-1.8064E-05,-0.0260666608810425,1.7007948756218,
908,-1.7808E-05,-0.0260666608810425,1.83468610048294,
909,-1.7552E-05,-0.093012273311615,1.63384926319122,
910,-1.7296E-05,-0.093012273311615,1.56690365076065,
911,-1.704E-05,-0.0260666608810425,1.56690365076065,
912,-1.6784E-05,-0.0260666608810425,1.49995803833008,
913,-1.6528E-05,-0.0260666608810425,2.10246855020523,
914,-1.6272E-05,-0.0260666608810425,1.43301242589951,
915,-1.6016E-05,-0.0260666608810425,1.63384926319122,
916,-1.576E-05,-0.0260666608810425,1.63384926319122,
917,-1.5504E-05,0.04087895154953,1.49995803833008,
918,-1.5248E-05,-0.0260666608810425,1.63384926319122,
919,-1.4992E-05,0.04087895154953,1.56690365076065,
920,-1.4736E-05,-0.0260666608810425,1.63384926319122,
921,-1.448E-05,-0.0260666608810425,1.43301242589951,
922,-1.4224E-05,-0.0260666608810425,1.49995803833008,
923,-1.3968E-05,-0.0260666608810425,1.7007948756218,
924,-1.3712E-05,-0.0260666608810425,1.7007948756218,
925,-1.3456E-05,-0.0260666608810425,1.90163171291351,
926,-1.32E-05,0.04087895154953,1.7007948756218,
927,-1.2944E-05,-0.0260666608810425,1.56690365076065,
928,-1.2688E-05,-0.0260666608810425,1.7007948756218,
929,-1.2432E-05,-0.093012273311615,1.7007948756218,
930,-1.2176E-05,-0.0260666608810425,2.10246855020523,
931,-1.192E-05,-0.0260666608810425,1.7007948756218,
932,-1.1664E-05,-0.0260666608810425,1.7007948756218,
933,-1.1408E-05,0.04087895154953,1.63384926319122,
934,-1.1152E-05,-0.0260666608810425,1.36606681346893,
935,-1.0896E-05,-0.0260666608810425,1.7007948756218,
936,-1.064E-05,-0.0260666608810425,1.63384926319122,
937,-1.0384E-05,-0.0260666608810425,1.7007948756218,
938,-1.0128E-05,-0.0260666608810425,1.49995803833008,
939,-9.87199999999999E-06,-0.0260666608810425,1.49995803833008,
940,-9.616E-06,-0.0260666608810425,1.76774048805237,
941,-9.35999999999998E-06,-0.0260666608810425,1.76774048805237,
942,-9.10399999999999E-06,-0.0260666608810425,1.83468610048294,
943,-8.84799999999999E-06,-0.0260666608810425,1.90163171291351,
944,-8.592E-06,-0.0260666608810425,1.83468610048294,
945,-8.33599999999998E-06,-0.093012273311615,1.76774048805237,
946,-8.07999999999999E-06,-0.0260666608810425,1.76774048805237,
947,-7.824E-06,-0.093012273311615,1.76774048805237,
948,-7.56799999999998E-06,-0.0260666608810425,1.96857732534409,
949,-7.31199999999999E-06,0.04087895154953,1.7007948756218,
950,-7.05599999999999E-06,-0.0260666608810425,1.7007948756218,
951,-6.8E-06,-0.0260666608810425,1.63384926319122,
952,-6.54399999999998E-06,-0.093012273311615,1.7007948756218,
953,-6.28799999999999E-06,-0.0260666608810425,1.63384926319122,
954,-6.032E-06,-0.0260666608810425,1.63384926319122,
955,-5.77599999999998E-06,-0.093012273311615,1.7007948756218,
956,-5.52000000000001E-06,-0.0260666608810425,1.90163171291351,
957,-5.264E-06,-0.0260666608810425,1.76774048805237,
958,-5.00799999999998E-06,-0.0260666608810425,1.63384926319122,
959,-4.75200000000001E-06,-0.0260666608810425,1.7007948756218,
960,-4.49599999999999E-06,-0.093012273311615,1.7007948756218,
961,-4.23999999999997E-06,0.04087895154953,1.63384926319122,
962,-3.98400000000001E-06,-0.093012273311615,1.56690365076065,
963,-3.72799999999999E-06,-0.0260666608810425,1.56690365076065,
964,-3.47199999999997E-06,-0.0260666608810425,1.29912120103836,
965,-3.216E-06,-0.0260666608810425,1.90163171291351,
966,-2.95999999999999E-06,-0.0260666608810425,1.7007948756218,
967,-2.70399999999997E-06,-0.0260666608810425,1.63384926319122,
